start_point,end_point,time_of_day,day_of_week,traffic_condition,event_count,is_holiday,vehicle_density,population_density,weather,public_transport_availability,historical_delay_factor,travel_time
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Tuesday,10.0,7,0,high,low,fog,2,0.864451534991894,30.74890664334574
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Friday,5.0,7,1,medium,,rain,2,1.0915723263900097,38.02831827063296
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Monday,10.0,7,0,high,medium,,2,0.7565387647504105,31.071343529709186
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Sunday,,8,0,medium,medium,storm,1,1.0329657849427287,59.04862235379559
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Tuesday,9.0,8,1,medium,,,2,1.1515101820086115,57.669233655929574
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,9.0,8,0,medium,,,2,0.8025678299693424,17.93553380536226
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,,8,1,low,,fog,2,1.0085103452445052,38.81445308227172
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,9.0,9,0,,medium,,2,1.161941249220934,42.884805230097605
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,,48,1,medium,,clear,1,0.9851845691387432,15.717565018135096
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Monday,10.0,9,1,low,,clear,1,0.9411779194184305,23.7767981884213
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Sunday,10.0,9,1,,low,rain,2,1.689702887356415,44.973272753796095
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Monday,,9,0,medium,medium,fog,0,1.069121614228557,23.590535665805692
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Thursday,9.0,8,1,,medium,,2,1.0963252602301459,19.361033240988114
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,9.0,8,1,medium,high,clear,0,0.8234068483659279,15.355021523732953
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,10.0,9,1,high,,,2,0.8491580328506683,12.433250422802393
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Friday,,9,0,high,,fog,1,0.9121973300014474,20.409251507480562
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,5.0,9,1,,,,2,0.8024342124086958,19.263645992490957
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Tuesday,9.0,8,0,,,,2,1.184824135881304,8.045610652093572
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Friday,9.0,9,1,,low,clear,2,1.1254952230918875,59.81824622674106
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Friday,5.0,9,1,,,,1,0.875213654532445,28.959990262710498
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Saturday,,7,1,,,storm,2,1.0466380756650264,29.536062451801044
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Thursday,9.0,9,1,medium,medium,clear,2,1.1340745550349396,38.61856454045988
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Friday,10.0,9,1,medium,,clear,2,0.9054434069677988,47.55164393561496
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Tuesday,10.0,8,1,,high,fog,1,0.870093541865941,21.306575460393375
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Monday,,9,0,low,high,rain,2,0.961684256241705,23.703451985586238
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Sunday,,8,0,,medium,,1,0.9556312755113496,18.78304462734228
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Tuesday,10.0,9,1,medium,high,storm,2,1.0307078914697234,21.57475572947369
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Friday,3.0,7,0,medium,low,storm,2,0.9004703324399894,179.9371143733126
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Friday,,9,1,medium,,fog,2,1.1632985080784897,24.117719479714346
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Monday,,9,0,low,medium,rain,1,1.2330304994506454,24.223983864532876
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Tuesday,,9,1,,medium,,1,0.8342761416334448,25.690058493860708
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Saturday,9.0,9,1,medium,,clear,1,0.761029359914356,27.90757207920929
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Tuesday,9.0,8,0,medium,medium,fog,1,1.0343205517276215,20.172908353728076
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Tuesday,9.0,7,0,low,low,,2,0.8476292645870562,48.07757916684439
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Tuesday,10.0,9,1,medium,,fog,1,0.9417139740343046,32.27455427698973
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,5.0,8,0,,,storm,0,0.9848451624665931,18.484426837641504
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Saturday,10.0,9,0,low,,fog,1,0.9459929656098313,36.07586884495272
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,,7,0,medium,,rain,1,0.9210099882618972,16.909429623919845
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Friday,,7,0,,medium,rain,2,1.0341264392017588,11.906401461970248
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,9.0,9,1,medium,,,2,0.778348475833999,61.33401736274198
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,5.0,9,1,medium,low,storm,2,1.1922777474957653,19.171298341089216
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,10.0,7,0,,,,2,0.8427279086386803,41.65158780806532
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Wednesday,9.0,8,0,high,medium,clear,2,1.2344592291363625,37.02791265636149
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Friday,9.0,8,0,medium,,rain,1,0.8918112255977511,51.221706109516745
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Monday,9.0,9,1,,high,fog,2,1.101884125141757,19.27846860795428
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Monday,,9,0,high,low,,2,0.8660148335564433,34.186863640728724
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Wednesday,10.0,7,0,low,medium,,2,1.102271978865144,41.12678112659456
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Wednesday,,9,0,high,,,2,0.9580313086002645,18.493452021753807
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Sunday,,7,0,medium,high,,0,1.1652058236814309,21.49284662324267
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Saturday,9.0,7,0,low,high,storm,2,1.0523063154474577,45.615362338840214
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Thursday,,8,0,,,clear,2,1.098413220013022,37.56468783261032
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Monday,,8,1,,high,clear,2,0.7941127753816375,34.004631094716004
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Sunday,,8,0,,low,storm,1,1.8549615876588543,29.07923872291715
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Friday,5.0,7,1,low,high,rain,1,1.1820545960860025,21.097758658398295
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Tuesday,,7,0,,high,rain,2,0.8781196890651799,9.749094126554631
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Monday,9.0,9,0,medium,,storm,1,1.0163495029030258,35.849772094011044
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Tuesday,,9,1,high,medium,rain,1,0.8591913090370181,12.401047395242358
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Thursday,,8,1,high,medium,,2,0.953016993361756,31.231959201222942
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Thursday,10.0,9,0,,,,2,1.1622879898221916,19.783647615592262
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Friday,10.0,8,0,,high,,2,1.067425428625624,36.959956485119754
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Friday,9.0,9,1,medium,medium,,1,0.7989973099654188,50.64836437439441
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Friday,,9,1,medium,,clear,1,0.861226385228035,18.744408731051077
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Sunday,9.0,8,1,high,,fog,1,1.0832566172506919,15.537165835810308
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Wednesday,9.0,8,0,low,medium,clear,2,1.2279054110853573,39.070331692122586
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Thursday,9.0,9,1,,medium,clear,1,1.0728818370130715,19.359323216575387
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Friday,5.0,7,0,high,medium,fog,2,0.822189586390866,38.20059487227445
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Saturday,10.0,8,0,,,fog,1,0.8920532092009353,33.343738138538285
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Sunday,5.0,9,0,medium,,storm,2,1.1400507157375923,39.48552612619514
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Saturday,,7,1,,medium,,1,1.2282169790192543,16.182142205287732
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Thursday,10.0,8,1,medium,low,rain,0,0.8266793607424814,16.115952335026794
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Friday,9.0,8,1,,,,2,0.7824787669943263,29.260234374408967
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Saturday,,9,0,medium,medium,storm,1,1.2220291497107,20.803582996450608
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Saturday,9.0,8,0,low,,storm,2,1.6961160978125047,53.42683113570039
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Thursday,5.0,9,0,medium,,,1,0.9864774883743348,10.175662453869217
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,5.0,8,0,medium,medium,fog,2,0.8366338863444294,39.69134958331923
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Wednesday,,8,1,medium,medium,rain,2,0.8410161497329113,39.496778503128944
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Tuesday,10.0,8,1,high,medium,storm,2,0.9074306943152097,37.81157985056884
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Wednesday,,7,1,medium,high,,2,0.7836816657030421,23.256217547399416
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Wednesday,,8,0,,medium,fog,2,1.092803842227934,25.595382195771105
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Sunday,,7,1,,low,fog,2,1.0832443037742616,38.521464700380164
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Friday,,8,0,,low,,1,0.8263758518749158,23.851877316537475
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Wednesday,,7,0,medium,,fog,2,0.9354404470253043,36.20607352228551
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Sunday,10.0,7,0,medium,medium,storm,1,1.0998031971716442,17.25072921843739
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Tuesday,9.0,7,0,medium,,clear,0,0.7708774192175858,17.038596973448605
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Friday,,8,0,medium,low,,1,1.0427474548677522,54.57087983227784
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,7,0,,medium,fog,1,1.1893116742360084,31.566551580519366
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Tuesday,9.0,7,0,,high,storm,2,1.1966808665425952,13.400320899315025
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Friday,10.0,8,1,high,medium,,1,1.1988188327845288,13.862129473742325
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Monday,10.0,7,0,,high,storm,2,1.2467302888963112,57.564095978091714
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Saturday,8.0,8,1,,low,clear,1,1.1680088811249076,31.768875794738655
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Saturday,9.0,8,1,medium,low,fog,2,0.8658869679883348,51.85126986133883
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Friday,,9,0,medium,medium,rain,1,1.249355126034066,28.172799849534858
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Saturday,5.0,7,1,low,high,rain,0,1.2254706752261177,31.00912511196321
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Wednesday,,9,0,medium,,rain,2,1.1594381589020655,18.310280854066256
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Monday,,9,1,low,medium,,1,0.8952383158657419,22.963808017319213
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Friday,9.0,48,0,medium,low,,2,0.766003956922384,44.959970380106654
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Sunday,,7,1,high,,,2,0.7847997488436675,30.827129627665773
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Friday,9.0,7,0,,low,storm,2,1.1522639123165275,41.22152953266909
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Thursday,,9,1,,medium,storm,1,1.1700142177656327,14.97611505422658
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Friday,,8,1,low,,,2,0.977890335213442,79.2466603486689
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Friday,,8,1,low,medium,rain,0,0.7613553834102691,23.01609430374893
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Tuesday,9.0,7,1,,low,rain,2,0.8751680038988383,16.37461143695228
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Monday,9.0,9,1,,low,,2,0.8250001159231983,23.75562661438875
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Sunday,10.0,7,1,low,medium,,1,1.1109006235040795,32.88467541248878
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Monday,,9,1,,,,2,0.8157917791550989,14.184503180177519
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Friday,,9,0,,high,,2,0.7706019022312643,30.961440781644054
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Monday,9.0,8,1,,low,storm,1,0.8774563182671329,37.558917549654765
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Friday,10.0,9,1,medium,low,rain,2,1.2416913496379909,24.177518427180367
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,,8,0,medium,,storm,2,1.1716063086890949,41.223209479696294
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Saturday,9.0,7,0,medium,high,rain,2,1.2026155418085653,57.00138114873747
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Friday,10.0,7,1,,medium,,1,1.0764803695525118,12.689951577525616
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Wednesday,,8,1,low,,,0,1.0048789046013697,20.00856288633534
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Tuesday,5.0,8,0,low,medium,storm,2,1.0192729584908546,60.97322660132727
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Thursday,9.0,9,1,high,medium,,2,0.8017845019632832,32.45328880481571
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,,8,0,medium,high,,2,0.7637592672575582,29.455522081199536
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Tuesday,,7,1,low,low,,0,0.8647428297440223,19.759855899710804
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Tuesday,,9,1,high,medium,,2,0.8437954410034288,40.35018026361713
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Sunday,5.0,7,1,high,medium,rain,2,1.1376952814633243,23.14202526334549
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Wednesday,,8,0,high,,clear,2,1.142053634229709,13.982134139456125
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,9.0,7,1,,high,clear,1,1.1527123558825714,26.511762211668376
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Tuesday,,9,0,high,,storm,2,0.8498627646002035,24.516493121764857
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Thursday,,7,1,medium,,,2,0.7976033475894593,25.903320289121485
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,10.0,8,1,medium,medium,storm,2,0.92332065681318,34.5782236699879
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Wednesday,9.0,7,0,medium,high,storm,1,1.2232747904250316,21.096559427507184
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Friday,,9,1,,low,rain,2,0.9837179971302016,33.68764661904967
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Tuesday,9.0,9,1,high,medium,rain,2,1.2227690069174384,18.60383123128899
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Tuesday,9.0,8,1,high,low,clear,1,1.088201639101391,12.776516285669333
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Wednesday,9.0,7,0,low,high,clear,2,1.106000913236889,17.991449315319354
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Saturday,,7,1,low,,rain,2,0.7658515749746455,39.67544382907603
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Saturday,,8,1,high,low,,2,1.026956234047453,27.699893338285758
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Saturday,,9,1,,medium,fog,1,1.0000486364435908,10.94545493585731
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,10.0,7,1,,low,fog,1,0.8613937944548383,26.200654935894214
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Tuesday,10.0,9,1,,,clear,2,0.9629142045008786,18.847879143786706
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Thursday,9.0,7,0,medium,medium,fog,2,0.918132329043864,31.97217885155466
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Saturday,8.0,9,0,high,low,rain,1,0.9286135276336545,16.930694421967715
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Sunday,5.0,7,1,medium,,rain,0,0.9190794383971912,13.576354106023603
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Friday,10.0,8,1,,low,clear,1,1.0859382713007038,26.079168285085135
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,,7,1,,,storm,2,0.8725180298641908,42.86459352352814
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Friday,9.0,9,0,high,,rain,2,1.211024615458208,35.954281632835084
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Saturday,5.0,8,1,low,medium,storm,2,0.8643667122161193,12.127007592731998
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Tuesday,10.0,7,1,medium,high,,1,1.064315760337476,33.34653052778484
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,5.0,9,0,medium,medium,,1,0.9322667417822245,30.64289138254381
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,9,0,,,storm,1,0.7839929494320419,16.093217299704346
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Sunday,5.0,8,0,high,high,,1,0.8016528425906662,23.442615850474997
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Friday,10.0,9,0,,low,storm,1,1.2017138287810332,24.663410880025488
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Thursday,,9,1,high,,clear,2,1.1286768616778668,27.230942004530974
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,9.0,7,0,medium,high,clear,2,0.9921894818499711,34.785876397359736
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Sunday,5.0,9,0,,,,2,0.9352235669306861,39.39172287448888
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,,7,1,,low,storm,2,0.9418704899034753,32.99895558491887
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,9.0,8,0,,,rain,1,0.7874259918059379,17.49112195339385
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Wednesday,,8,1,low,,fog,2,1.027132277665582,43.46660147871412
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Sunday,9.0,9,0,,,fog,1,1.0905928925605561,47.494498834442965
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,5.0,7,1,medium,,rain,2,1.2324660624898522,23.790946288066785
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Friday,9.0,8,0,medium,medium,,0,0.8160409983157779,26.5610352548667
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Sunday,,8,0,medium,high,fog,2,1.0979715483364192,44.189230747247876
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Friday,,9,0,,medium,fog,2,0.9341907749629924,23.002411951688902
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,,7,1,,medium,storm,2,1.1441277142917106,16.198339507834092
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Saturday,5.0,7,1,low,medium,clear,2,0.8515006953203064,26.41333648524739
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Friday,10.0,7,0,high,low,storm,2,0.9000802565822376,27.787159231454417
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Thursday,,7,0,medium,low,clear,2,0.7532400342840901,34.09045222681372
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Tuesday,9.0,7,0,medium,,,2,1.1378368844861653,34.225474777049904
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Tuesday,10.0,9,0,,medium,storm,2,0.8760837208483001,143.5450163388447
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Wednesday,5.0,8,1,,,clear,1,1.2456444047896897,20.46944827289243
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Tuesday,9.0,8,0,,medium,fog,2,0.7607846747864819,35.49021318000266
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Saturday,9.0,7,0,low,,rain,0,1.1839775306335558,18.19795895019241
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Thursday,10.0,7,1,medium,,clear,0,0.9777522515074881,18.03440927431661
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Thursday,9.0,8,1,,high,fog,2,1.1278513363995066,65.73651826726336
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Friday,9.0,9,0,medium,medium,,2,0.823845147180799,36.514294926971935
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Sunday,,8,1,medium,medium,,2,1.380835153642292,21.1622315699505
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Tuesday,5.0,8,0,medium,medium,fog,1,1.0157490604318102,19.095266601962855
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Thursday,,9,0,,high,storm,2,1.2062606281913921,31.360430621137102
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Sunday,9.0,8,1,medium,medium,clear,1,0.8657025189976848,20.66647027717092
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Saturday,10.0,8,0,,medium,fog,2,0.7566648472037475,29.798590236827582
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Sunday,10.0,9,1,,medium,fog,2,0.7993713456027568,72.7003761284677
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Saturday,,8,1,high,low,,2,1.1364302114295277,45.53873054008559
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Saturday,9.0,7,1,medium,,storm,1,1.0837677133248773,19.056558761449228
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Sunday,9.0,8,1,high,medium,,2,1.2471156109089052,27.76219665124816
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Wednesday,9.0,9,0,,medium,,1,0.7971742812950307,15.062367090773902
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Monday,9.0,9,1,low,,clear,2,1.1178220468401001,59.99382140192684
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Friday,9.0,9,0,medium,,fog,2,0.7795665263992421,24.856393309510608
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Friday,,9,1,medium,medium,,2,0.862620399345194,43.55715400116785
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Tuesday,9.0,9,0,low,,storm,2,0.9824171936360033,13.042457556285086
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Monday,,7,1,,medium,,1,0.8366152090935471,45.380821657121984
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,,8,0,,,,2,1.1687542557240955,38.00576313877677
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Tuesday,,8,1,medium,,clear,2,0.8575441102630437,25.412755807052363
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Monday,9.0,9,0,high,high,,2,1.1808038725183523,21.67594054331908
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Friday,9.0,9,0,medium,low,,2,0.8483330445757514,20.641889636161533
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Thursday,,9,0,medium,,rain,1,1.8495775275068624,40.4143894029243
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Thursday,10.0,9,1,,medium,rain,2,1.042372913314566,36.39978122302238
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Wednesday,10.0,8,0,low,,rain,2,0.8485893327963725,62.7422840319502
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Thursday,9.0,9,1,low,high,clear,1,1.0910577607266636,38.58608609124869
